Year,Sector ID,Sector,GDP
2015,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",186490.4941
2016,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",168476.8732
2016,21,Minería,179875.6399
2016,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",71785.8672
2016,23,Construcción,306134.5401
2016,31-33,Industrias manufactureras,1031136.836
2016,43,Comercio al por mayor,481309.7393
2016,46,Comercio al por menor,471747.7932
2016,48-49,"Transportes, correos y almacenamiento",344858.0483
2016,51,Información en medios masivos,82209.17244
2016,52,Servicios financieros y de seguros,181835.0417
2016,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,493635.8679
2016,54,"Servicios profesionales, científicos y técnicos",101107.778
2016,55,Dirección y administración de grupos empresariales o corporativos,26114.13885
2016,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",167211.666
2016,61,Servicios educativos,200816.7157
2016,62,Servicios de salud y de asistencia social,116237.2311
2016,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",25622.00059
2016,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,128774.4
2016,81,Otros servicios excepto actividades gubernamentales,104061.1163
2016,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",192213.2125
2017,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",185787.0237
2017,21,Minería,221883.4236
2017,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",105654.3039
2017,23,Construcción,337128.3268
2017,31-33,Industrias manufactureras,1135935.813
2017,43,Comercio al por mayor,523400.633
2017,46,Comercio al por menor,517099.9096
2017,48-49,"Transportes, correos y almacenamiento",376773.5494
2017,51,Información en medios masivos,87486.63679
2017,52,Servicios financieros y de seguros,203992.3597
2017,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,511033.0365
2017,54,"Servicios profesionales, científicos y técnicos",103569.0554
2017,55,Dirección y administración de grupos empresariales o corporativos,28294.87652
2017,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",185291.4136
2017,61,Servicios educativos,208589.4339
2017,62,Servicios de salud y de asistencia social,126028.7922
2017,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",26985.40986
2017,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,137657.0374
2017,81,Otros servicios excepto actividades gubernamentales,108514.4377
2017,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",199999.5812
2018,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",199276.4537
2018,21,Minería,237084.4761
2018,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",114229.3178
2018,23,Construcción,365201.1283
2018,31-33,Industrias manufactureras,1220286.374
2018,43,Comercio al por mayor,567069.983
2018,46,Comercio al por menor,560365.7516
2018,48-49,"Transportes, correos y almacenamiento",413431.783
2018,51,Información en medios masivos,92817.08281
2018,52,Servicios financieros y de seguros,221668.1447
2018,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,530168.2368
2018,54,"Servicios profesionales, científicos y técnicos",108921.6401
2018,55,Dirección y administración de grupos empresariales o corporativos,31725.2966
2018,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",198381.9091
2018,61,Servicios educativos,219483.3014
2018,62,Servicios de salud y de asistencia social,136922.1123
2018,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",28883.09225
2018,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,145995.7848
2018,81,Otros servicios excepto actividades gubernamentales,112715.2112
2018,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",213846.068
2019,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",208200.7195
2019,21,Minería,260451.8858
2019,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",128986.2648
2019,23,Construcción,361118.9653
2019,31-33,Industrias manufactureras,1249047.29
2019,43,Comercio al por mayor,570984.4558
2019,46,Comercio al por menor,571369.7625
2019,48-49,"Transportes, correos y almacenamiento",431865.0731
2019,51,Información en medios masivos,95078.15251
2019,52,Servicios financieros y de seguros,234071.0831
2019,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,556568.5059
2019,54,"Servicios profesionales, científicos y técnicos",113279.7817
2019,55,Dirección y administración de grupos empresariales o corporativos,32390.22215
2019,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",209860.9695
2019,61,Servicios educativos,230512.2422
2019,62,Servicios de salud y de asistencia social,146734.8616
2019,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",29490.26307
2019,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,155220.629
2019,81,Otros servicios excepto actividades gubernamentales,119609.089
2019,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",218237.0462
2020,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",223476.7188
2020,21,Minería,223628.8474
2020,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",117132.4212
2020,23,Construcción,310520.1457
2020,31-33,Industrias manufactureras,1215438.558
2020,43,Comercio al por mayor,551412.5899
2020,46,Comercio al por menor,550654.7354
2020,48-49,"Transportes, correos y almacenamiento",368993.8605
2020,51,Información en medios masivos,86281.04286
2020,52,Servicios financieros y de seguros,233768.689
2020,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,569586.2368
2020,54,"Servicios profesionales, científicos y técnicos",115429.0511
2020,55,Dirección y administración de grupos empresariales o corporativos,36177.02439
2020,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",206107.8857
2020,61,Servicios educativos,230809.5166
2020,62,Servicios de salud y de asistencia social,160354.2324
2020,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",17877.20855
2020,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,97863.59766
2020,81,Otros servicios excepto actividades gubernamentales,109570.6972
2020,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",229323.1651
2021,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",252402.8365
2021,21,Minería,251456.6353
2021,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",105894.4682
2021,23,Construcción,385556.4968
2021,31-33,Industrias manufactureras,1390282.784
2021,43,Comercio al por mayor,630007.3455
2021,46,Comercio al por menor,633187.8952
2021,48-49,"Transportes, correos y almacenamiento",439219.9997
2021,51,Información en medios masivos,93743.77101
2021,52,Servicios financieros y de seguros,234234.902
2021,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,603513.2428
2021,54,"Servicios profesionales, científicos y técnicos",123016.2262
2021,55,Dirección y administración de grupos empresariales o corporativos,41769.53248
2021,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",163973.2882
2021,61,Servicios educativos,240025.5048
2021,62,Servicios de salud y de asistencia social,175569.1145
2021,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",23486.54784
2021,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,129298.0724
2021,81,Otros servicios excepto actividades gubernamentales,121990.5449
2021,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",238821.1273
2022,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",287735.5278
2022,21,Minería,259266.8211
2022,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",150661.207
2022,23,Construcción,452041.0114
2022,31-33,Industrias manufactureras,1586007.036
2022,43,Comercio al por mayor,723652.5805
2022,46,Comercio al por menor,721131.317
2022,48-49,"Transportes, correos y almacenamiento",525236.6843
2022,51,Información en medios masivos,105005.793
2022,52,Servicios financieros y de seguros,290953.3459
2022,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,641059.4141
2022,54,"Servicios profesionales, científicos y técnicos",136531.3591
2022,55,Dirección y administración de grupos empresariales o corporativos,45299.88279
2022,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",67429.05337
2022,61,Servicios educativos,255791.3347
2022,62,Servicios de salud y de asistencia social,183892.9313
2022,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",33900.60334
2022,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,171032.9423
2022,81,Otros servicios excepto actividades gubernamentales,138028.0285
2022,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",251952.9893
2023,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",306409.9116
2023,21,Minería,265590.9634
2023,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",170747.4362
2023,23,Construcción,521990.5075
2023,31-33,Industrias manufactureras,1630382.277
2023,43,Comercio al por mayor,733188.3559
2023,46,Comercio al por menor,745183.2639
2023,48-49,"Transportes, correos y almacenamiento",575689.218
2023,51,Información en medios masivos,111649.6761
2023,52,Servicios financieros y de seguros,351573.4194
2023,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,680502.0793
2023,54,"Servicios profesionales, científicos y técnicos",150282.9844
2023,55,Dirección y administración de grupos empresariales o corporativos,44819.64219
2023,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",67278.48783
2023,61,Servicios educativos,280434.0773
2023,62,Servicios de salud y de asistencia social,196664.7321
2023,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",37589.92422
2023,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,191404.987
2023,81,Otros servicios excepto actividades gubernamentales,156135.6983
2023,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",271792.901
2024,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",325087.5335
2024,21,Minería,239171.4265
2024,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",117836.9177
2024,23,Construcción,554826.5473
2024,31-33,Industrias manufactureras,1688102.935
2024,43,Comercio al por mayor,772740.3314
2024,46,Comercio al por menor,801702.6343
2024,48-49,"Transportes, correos y almacenamiento",639153.6986
2024,51,Información en medios masivos,116998.776
2024,52,Servicios financieros y de seguros,363004.1357
2024,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,714823.8407
2024,54,"Servicios profesionales, científicos y técnicos",182067.9258
2024,55,Dirección y administración de grupos empresariales o corporativos,51330.00199
2024,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",67748.30056
2024,61,Servicios educativos,295603.6329
2024,62,Servicios de salud y de asistencia social,209403.4218
2024,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",41156.67573
2024,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,203337.3189
2024,81,Otros servicios excepto actividades gubernamentales,174035.1987
2024,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",293665.356
2025,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",336972.7474
2025,21,Minería,241413.4106
2025,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",122604.3522
2025,23,Construcción,570957.1396
2025,31-33,Industrias manufactureras,1764428.675
2025,43,Comercio al por mayor,764043.1421
2025,46,Comercio al por menor,868893.1378
2025,48-49,"Transportes, correos y almacenamiento",675833.5076
2025,51,Información en medios masivos,120244.7793
2025,52,Servicios financieros y de seguros,385049.1474
2025,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,751363.2511
2025,54,"Servicios profesionales, científicos y técnicos",205841.717
2025,55,Dirección y administración de grupos empresariales o corporativos,53828.07541
2025,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",78747.12302
2025,61,Servicios educativos,317171.0349
2025,62,Servicios de salud y de asistencia social,228407.8213
2025,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",48503.52205
2025,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,216113.9976
2025,81,Otros servicios excepto actividades gubernamentales,181164.6425
2025,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",307464.3873
2026,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",307579.7236
2026,21,Minería,280597.0932
2026,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",110557.4084
2026,23,Construcción,557531.5071
2026,31-33,Industrias manufactureras,1726697.581
2026,43,Comercio al por mayor,783881.3928
2026,46,Comercio al por menor,855108.3093
2026,48-49,"Transportes, correos y almacenamiento",667261.8361
2026,51,Información en medios masivos,115659.0188
2026,52,Servicios financieros y de seguros,401781.7104
2026,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,767998.4049
2026,54,"Servicios profesionales, científicos y técnicos",191845.6696
2026,55,Dirección y administración de grupos empresariales o corporativos,53454.93806
2026,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",73580.25675
2026,61,Servicios educativos,325540.1649
2026,62,Servicios de salud y de asistencia social,236119.218
2026,71,"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",39136.2811
2026,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,219835.838
2026,81,Otros servicios excepto actividades gubernamentales,186663.5545
2026,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",325305.9917
